Date,strat_01_momentum_NEE,strat_02_earnings_momentum_NEE,strat_03_value_NEE,strat_04_low_vol_NEE,strat_07_residual_momentum_NEE,strat_08_pairs_trading_NEE_CEG,strat_09_mean_reversion_cluster,strat_10_single_ma_NEE,strat_11_two_ma_NEE,strat_12_three_ma_NEE,strat_13_support_resistance_NEE,strat_14_channel_NEE,strat_17_ml_knn_NEE,strat_18_statarb_optimizacion_NEE
2004-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08139962227031963,0.07244786215837302,-0.26438329315807924,-0.5722722231421382,-0.009496999271090002,0.0,0.0
2008-03-31,0.03893565402065404,0.0,0.0,-0.12692033830128335,0.0,0.0,-0.12421018424670016,0.040984201359976984,-0.026257009510932138,-0.14313313740138578,-0.25791683757945755,-0.027218780115228443,0.0,-0.2144238574643816
2008-04-30,0.03699653006237423,0.0,0.0,-0.13066513022242682,0.0,0.0,-0.09015807769066644,0.04441575126039067,-0.03900776439936707,-0.13046351540683257,-0.19819005418804095,-0.09415259711627968,0.0,-0.23595057965362176
2008-05-31,0.04818184537069473,0.0,0.0,-0.2831715431470663,0.0,0.0,-0.29614983707181997,0.0008393262632056055,-0.019009345356739232,-0.16143106250653733,-0.07009998643211085,0.03965067114181982,0.0,-0.08146638271000621
2008-06-30,0.05318523832057172,0.0,0.0,-0.2544721757390073,0.0,0.0,-0.08765116195396122,-0.0443201301920014,-0.044605324253636565,-0.06766302932713253,-0.2574099815276059,-0.013023341765192162,0.0,-0.17766961692089106
2008-07-31,0.08322830743144045,0.0,0.0,-0.12204443559236794,0.0,0.0,-0.1217071599746656,-0.05112165153810938,-0.06983839796460775,-0.1561696294609881,-0.1410564831762334,0.07579370789868055,0.0,-0.17904022696290678
2008-08-31,-0.007543963312798724,0.0,0.0,0.038107567419613124,0.0,0.0,0.10178371575737462,-0.12491454763014942,0.02097609102733937,-0.30127464797491255,-0.20090311978265032,0.10007947981672285,0.0,-0.10441686727843894
2008-09-30,-0.028318235917610003,0.0,0.0,-0.128399124118316,0.0,0.0,-0.10757766510219051,-0.040111109484020746,-0.2535619759721008,-0.22257695038874137,-0.10133573387872756,0.07514033326879957,0.0,0.04297887186949342
2008-10-31,-0.04169535290234913,0.0,0.0,0.08162791981096024,0.0,0.0,-0.17324120089931894,0.01842759287048008,-0.0581289921457707,-0.24545226894411556,-0.29540837784915797,0.05356927950925351,0.0,-0.032449015068593885
2008-11-30,-0.13088113829536072,0.0,0.0,0.1547225283006523,0.0,0.0,-0.024093148339803163,-0.04972463743015887,-0.08881508030935507,-0.22188901589330798,-0.26054305885653983,-0.010015861300589742,0.0,0.05931553127423239
2008-12-31,-0.15232707949668103,0.0,0.0,0.12634767610417544,0.0,0.0,-0.002680622688021054,-0.04169407945237448,-0.06306478480776939,-0.1527024191560457,-0.35160896148014814,0.027297310215628263,0.0,0.0822770665991564
2009-01-31,-0.16892660044985805,0.0,0.0,0.1424245268109355,0.0,0.0,-0.043984452097105206,-0.07033358009537526,-0.08848785800916852,-0.2250447292520627,-0.15476607381161994,-0.04020516818432188,0.0,-0.06582701128955298
2009-02-28,-0.17942801382095971,0.0,0.0,0.13665308618613967,0.0,0.0,0.06556073513397154,-0.05452351071502115,-0.06753748385519352,-0.21271915704809866,-0.13527317268251807,-0.06973392790157833,0.0,0.07857091265651929
2009-03-31,-0.11477925272519554,0.0,0.0,0.1525798837878038,0.0,0.0,0.11853930929010759,-0.11329736508779423,-0.07194457561190018,-0.20765245642334507,-0.18833151016963734,-0.006037771551861258,0.0,0.02683787535235491
2009-04-30,-0.07345352573024366,0.0,0.0,0.12026056888586377,0.0,0.0,-0.052839145142230835,-0.05858230314719174,-0.06458370798913945,-0.11761154972250819,-0.16326412809280905,0.041463678745773495,0.0,0.30794139254423986
2009-05-31,-0.13084489329082633,0.0,0.0,0.061956144980062584,0.0,0.0,-0.1531398583444746,-0.07867924426466258,-0.09518089155330488,-0.15698797716105806,-0.145674395114977,-0.03073932146431394,0.0,0.14679727382632002
2009-06-30,-0.07265652619457316,0.0,0.0,0.07139506814880249,0.0,0.0,0.21370129351805645,0.05966703218206748,-0.05866162820179166,-0.12214693484226388,-0.10018459263288053,-0.006892074741479211,0.0,0.29469484953808506
2009-07-31,-0.1626829556170016,0.0,0.0,0.07545637459140782,0.0,0.0,-0.14838745967259315,-0.02457669290921009,-0.026439525306661233,-0.03297338702279707,-0.16260527004060255,-0.04932748442939399,0.0,0.31755085041033254
2009-08-31,-0.09908803209913866,0.0,0.0,-0.05376276013049865,0.0,0.0,0.027218209653899744,-0.055625609100789175,-0.0051632391206946565,-0.14230399654984643,-0.2142584701849574,-0.05197709950040609,0.0,0.35060258365976926
2009-09-30,-0.16718367932067107,0.0,0.0,-0.0030162060633801605,0.0,0.0,-0.2115431936400159,-0.03872914070055577,-0.06359399518749176,-0.10765371931992743,-0.11781334405152065,-0.05806723264658328,0.0,0.23239948906985403
2009-10-31,-0.11665024729884223,0.0,0.0,-0.06458116094518443,0.0,0.0,-0.017110583616505793,-0.052741575207718425,-0.18058900102896433,-0.08782017200386995,-0.0849202136061807,0.03437201075893514,0.0,0.361215035533799
2009-11-30,0.010027030867642497,0.0,0.0,-0.01614830924693509,0.0,0.0,-0.12036208944255979,-0.030387525806328305,-0.09251748418839269,-0.12192917244883875,-0.06130522271138658,0.10306207653170402,0.0,0.4442610887562124
2009-12-31,0.035574522867327395,0.0,0.0,-0.059057808652737596,0.0,0.0,-0.19090014639806627,-0.006189887315143694,-0.09535835256834181,-0.08637590723317423,-0.053765018582470105,0.025862199273629125,0.0,0.44691615710910976
2010-01-31,0.0195580235413508,0.0,0.0,-0.06760289328168823,0.0,0.0,-0.20684662497030468,-0.004148268375542991,-0.08323791836248334,-0.023669813891962876,-0.18481207964850258,0.06954154221618575,0.0,0.34058283571197884
2010-02-28,0.016594714210944304,0.0,0.0,0.016536667292934792,0.0,0.0,-0.3156700093717838,-0.029282621953709433,-0.04921207704821394,0.010309411750693118,-0.1727493135336603,0.043911970900235485,0.0,0.34573321393782486
2010-03-31,-0.09727249916420472,0.0,0.0,-0.02222435945751679,0.0,0.0,-0.3647194139746011,-0.004853978116671857,-0.03517120551784651,0.04156103571809372,-0.12637561666202707,-0.009495807726688796,0.0,0.29832608366234953
2010-04-30,-0.09318181441079565,0.0,0.0,0.0077047548442970995,0.0,0.0,-0.2644970429713171,0.00183230298098574,0.030969609256392847,-0.06824579504821342,-0.18631565634862332,-0.04101004440022894,0.0,0.3062429797391458
2010-05-31,0.09565432387183499,0.0,0.0,0.15562887400590464,0.0,0.0,-0.19104425755273186,-0.04848338403625511,0.017409891110606257,-0.05486015097554022,-0.08611136969749772,-0.027331611392896075,0.0,0.3234761373567332
2010-06-30,0.15364516992048416,0.0,0.0,0.021172493799992854,0.0,0.0,-0.11174766770434867,-9.351818377141965e-05,-0.007703270582280088,-0.009423209188215601,-0.11020401582292784,0.012146288349102396,0.0,0.573864366448877
2010-07-31,0.004154160586619372,0.0,0.0,0.08194081431737008,0.0,0.0,-0.18351452579024782,-0.05894690593359662,-0.01883023351290704,-0.036825540390282865,-0.2803087823209545,0.12073333639965672,0.0,0.214745700748365
2010-08-31,0.027486501232573284,0.0,0.0,0.11248246918235567,0.0,0.0,-0.35933573231436716,0.00891253355491226,-0.012004329371013856,0.016482762713649297,-0.11343764805821976,-0.014276948003509937,0.0,0.33558107556939876
2010-09-30,0.020748409160778573,0.0,0.0,0.10852737422702725,0.0,0.0,-0.2833808944070811,0.036205029331405035,-0.010886078288414765,-0.04715442697783372,-0.15550001021834792,0.02321235862837105,0.0,0.31438541876074055
2010-10-31,0.044429351744872614,0.0,0.0,0.12533887866804636,0.0,0.0,-0.24778960686907436,0.015711598576834938,0.001021116546301407,-0.05234806592100297,-0.1595758920004638,-0.004321589809038558,0.0,0.3494638998643651
2010-11-30,-0.06551937988797113,0.0,0.0,0.10378480389492216,0.0,0.0,-0.13407027794934354,-0.0034265526826979544,-0.08244864166362212,-0.14650926691317548,-0.08551314011130695,0.12321680796296917,0.0,-0.25551112893399147
2010-12-31,-0.26424148082667176,0.0,0.0,0.06355744700379246,0.0,0.0,-0.20304316196350697,0.040767656165754486,-0.023579785183589858,-0.10041056764112567,-0.06465878172436607,-0.027437715381973676,0.0,-0.21230340410921897
2011-01-31,-0.12779582555975616,0.0,0.0,0.026889789952979824,0.0,0.0,-0.2717352062141764,-0.03160792813331077,0.014035588780295387,-0.1283833665195321,-0.10591191869669205,0.08398227789036218,0.0,-0.20965809825289503
2011-02-28,-0.11754739924788486,0.0,0.0,0.07419433200275387,0.0,0.0,0.14128596342846392,0.0017711531776843177,-0.05330839346927606,-0.3124794856826517,-0.15876511938738383,0.01167083660951033,0.0,0.12897731699439102
2011-03-31,-0.06630859186569649,0.0,0.0,0.07133687202737615,0.0,0.0,0.1706373251075569,-0.014851347432722503,-0.07516315910187542,-0.26826494278919705,-0.0775220254329422,0.07496228908210228,0.0,0.180953447160531
2011-04-30,-0.06854757153537407,0.0,0.0,0.09940697793777614,0.0,0.0,-0.015736015224695966,0.04490041129456769,-0.08773881393949232,-0.08584083184574749,-0.24468956701597092,0.12504319244321072,-0.03210433528813193,-0.1959922834750328
2011-05-31,-0.049008748078346154,0.0,0.0,0.053534156357872606,0.0,0.0,0.08019509984978028,-0.029692923745901,-0.09434042683596765,-0.2609070509201489,-0.19347655378911205,0.12103589641132886,-0.00043514801466916915,-0.11737399599687337
2011-06-30,-0.03667315260754384,0.0,0.0,0.03287016453519816,0.0,0.0,0.07528292953045755,0.03818122436895464,-0.11915137983687706,-0.1859386936030138,-0.058006165272867456,0.06796916717375777,0.0055126151031287575,-0.380414507968201
2011-07-31,-0.07175707033358134,0.0,0.0,0.14436914477907384,0.0,0.0,-0.026901065507804984,0.011341811422226762,-0.09052641045962534,-0.12163998061914011,-0.13750477768350863,0.010025796871531066,-0.0014059609055756927,-0.38452798141793215
2011-08-31,-0.044506839961871894,0.0,0.0,0.003630214171517618,0.0,0.0,-0.15636525275257238,0.0776406572485678,-0.009937911317102558,-0.1102872684496716,-0.07299030197478808,-0.015124568897709514,-0.007854477778290715,-0.501662507447908
2011-09-30,0.013817101039517402,0.8207116367532685,0.0,0.018286444990898373,0.0,0.0,0.005209091635259628,-0.00395508414404604,0.0002379023221603612,0.024593292475772962,0.00520757544062195,-0.003324560891062548,-0.011568734026294054,-0.09308857628109812
2011-10-31,0.004289614903534867,-0.20025756277708595,0.0,0.011983854516029782,0.0,0.0,-0.2210792098752536,-0.11010003284069973,-0.021378072272310197,0.011789708274682833,0.00934919249531449,0.024877190905311992,-0.02204076510106175,-0.3628547960387148
2011-11-30,0.03752311784508882,0.3686051280095432,0.0,0.0532951911747234,0.0,0.0,-0.1542871558352167,-0.0729703500871515,-0.014567873323023011,0.036895237007214136,0.0084792499439651,0.04233751033874342,-0.011771049765479168,-0.19926813666985146
2011-12-31,0.06909119869876837,0.31931283680649564,0.0,0.07011407563084805,0.0,0.0,-0.08740377892989123,-0.11217729485382669,-0.046545053830697236,-0.02528483191644932,0.02616125338089019,0.0694353470677442,-0.025242186371650804,-0.14923214251273817
2012-01-31,0.13524523405341213,-0.23280105701965953,0.0,0.1435447787970903,0.0,0.0,-0.06268855419882431,-0.09101155255413489,-0.013897267057233641,0.031649537975838485,0.008129495256930122,0.07409683933403775,-0.02762850307799333,-0.1793071806748456
2012-02-29,0.08626106509945856,-0.1539026232769366,0.0,0.08744150566552854,0.0,0.0,-0.1386545001811967,-0.07531670551595203,-0.035493677133514354,-0.04720702184380342,0.04649719613591116,0.06982323338317095,-0.03880404619101736,-0.2205984255735104
2012-03-31,0.07953826531856595,-0.1381123649516326,0.0,0.041755317950174405,0.0,0.0,-0.20351867826002001,-0.07412647732844758,-0.03325220218726099,-0.03667996382369066,0.052418802561783134,0.0670855601946455,-0.06770377022643381,-0.20580859719734532
2012-04-30,0.10392585009894481,-0.01572042305173931,0.0,0.12408644239760995,0.0,0.0,-0.2006890633032543,-0.0373774873607303,-0.00033093337932316256,-0.030069692699006452,0.08255476682693405,0.05880581716571022,-0.12838242069310835,-0.2180571030236391
2012-05-31,0.04707996007440535,0.10629830573653673,0.0,0.10538477436091122,0.0,0.0,-0.3075581007791921,-0.05777707994436598,-0.020821368923552793,0.04109588441531981,0.02499813891285829,0.04870629839523943,-0.06252882782533307,-0.17775126063228533
2012-06-30,0.11545362595349531,-0.017290022377642406,0.0,0.1607226032322613,0.0,0.0,-0.3047295232303285,-0.02478754316058246,-0.01367003190943217,-0.07384956338854776,0.10016776754502166,0.0863512487727617,-0.0439537079845281,-0.05902436244539864
2012-07-31,0.11205180860220916,0.19595334949641388,0.0,0.09980591700927983,0.0,0.0,-0.2912373728417791,-0.016323347117132573,0.05836578556044957,-0.005293220569490221,0.05319934136788853,-0.023986558714511868,-0.07124852714976572,-0.0725347715710796
2012-08-31,0.13760061865848766,0.3000704324983649,0.0,0.13837033523169612,0.0,0.0,-0.13460702344585995,0.034300922490983134,0.07887926598798085,-0.04472094275723778,0.06679935018284702,0.022553418091846626,-0.024116088044329912,0.017981602610366066
2012-09-30,0.15193263711663196,0.12509872670541092,0.0,0.14577186651921614,0.0,0.0,-0.29678281730860445,0.03529500637624862,0.08785840572332271,0.007804658972999629,-0.010827031158857896,-0.029090684609464956,-0.09215802478217994,-0.01738014072706291
2012-10-31,0.09695046092317416,0.2281969572694476,0.0,0.08318468808470017,0.0,0.0,-0.2954775779236461,0.032419011183070064,-0.01482894353995314,0.02718097954428144,0.06018824518259784,-0.031004154622314206,0.013349652144469443,0.11721932958234606
2012-11-30,0.11090637368611767,0.08492121904181152,0.0,0.028647256147693406,0.0,0.0,-0.569794758404561,0.053642770422689716,0.019295044651911973,0.004680545320670223,-0.01599331670514361,-0.07775983777511948,-0.001362761457382306,0.032996116386899116
2012-12-31,0.068582536684501,0.06015050872650121,0.0,0.10704848422810782,0.0,0.0,-0.2594137808548149,0.07656346881456677,0.0921713081466773,0.00473577749937831,0.007210809293807632,-0.048530156379030555,-0.10773877537948523,0.1678543939931294
2013-01-31,0.0328166751668392,0.1707777623398767,0.0,0.07640559154454976,0.0,0.0,-0.3241532769376674,0.05157200835942537,0.060030628070779676,0.011731067793856829,0.035792050059983364,-0.03509494501327935,-0.030165776280838132,0.17146021843290415
2013-02-28,0.08725184522845467,0.18789290630154534,0.0,0.1002764406566033,0.0,0.0,-0.3223983640871007,0.018508947724171766,0.057787127992788845,0.023863894996395244,0.01289359969023439,-0.04335307739592324,-0.05099585519711514,0.09477794072966733
2013-03-31,0.10490621573553952,0.15267945397053498,0.0,0.10087663629378603,0.0,0.0,-0.3409397342920524,0.027645379236657726,0.06510321361003227,0.03734485206943301,0.005663391057110518,-0.055915781107659636,-0.029735970701966933,0.07918937192522708
2013-04-30,0.10700696121646493,0.09442514891243092,0.0,0.11625495384804262,0.0,0.0,-0.27546079367321774,0.044311493355721654,0.10124675423694467,0.08626485589725834,-0.015232178092892927,-0.06394838084751787,-0.058376269423472314,-0.03747221049603606
2013-05-31,0.1342352696192375,0.00338441890886686,0.0,0.14346057987717856,0.0,0.0,-0.26661581287813974,0.04610074507508549,0.09348892942507804,0.06920748485755601,-0.025295448678362288,-0.06576922402225319,-0.03348074085923774,-0.11896134579900447
